code,area name,category,value,average salary,index
E12000001,North East,Road safety [Pl5],106.8,25095.2,72
E12000001,North East,Rough sleeping [Pl5],106.5,25095.2,73
E06000001,Hartlepool,Healthy People Domain,83.7,25760.8,1
E06000001,Hartlepool,Difficulties in daily life [Pe],82.8,25760.8,2
E06000001,Hartlepool,Disability [Pe1],71.1,25760.8,3
E06000001,Hartlepool,Frailty [Pe1],100.9,25760.8,4
E06000001,Hartlepool,Mental health [Pe],87.6,25760.8,5
E06000001,Hartlepool,"Children's social, emotional and mental health [Pe2]",95.1,25760.8,6
E06000001,Hartlepool,Mental health conditions [Pe2],90.7,25760.8,7
E06000001,Hartlepool,Self-harm [Pe2],96.5,25760.8,8
E06000001,Hartlepool,Suicides [Pe2],82.9,25760.8,9
E06000001,Hartlepool,Mortality [Pe],87.7,25760.8,10
E06000001,Hartlepool,Avoidable mortality [Pe3],83.1,25760.8,11
E06000001,Hartlepool,Infant mortality [Pe3],111.4,25760.8,12
E06000001,Hartlepool,Life expectancy [Pe3],83,25760.8,13
E06000001,Hartlepool,Mortality from all causes [Pe3],88.5,25760.8,14
E06000001,Hartlepool,Personal well-being [Pe],92.3,25760.8,15
E06000001,Hartlepool,Activities in life are worthwhile [Pe4],95.1,25760.8,16
E06000001,Hartlepool,Feelings of anxiety [Pe4],85.1,25760.8,17
E06000001,Hartlepool,Happiness [Pe4],103.3,25760.8,18
E06000001,Hartlepool,Life satisfaction [Pe4],88.6,25760.8,19
E06000001,Hartlepool,Physical health conditions [Pe],94.3,25760.8,20
E06000001,Hartlepool,Cancer [Pe5],102.6,25760.8,21
E06000001,Hartlepool,Cardiovascular conditions [Pe5],95.6,25760.8,22
E06000001,Hartlepool,Dementia [Pe5],101.2,25760.8,23
E06000001,Hartlepool,Diabetes [Pe5],102.7,25760.8,24
E06000001,Hartlepool,Kidney and liver disease [Pe5],89,25760.8,25
E06000001,Hartlepool,Musculoskeletal conditions [Pe5],90.6,25760.8,26
E06000001,Hartlepool,Respiratory conditions [Pe5],91.2,25760.8,27
E06000001,Hartlepool,Healthy Lives Domain,81.8,25760.8,28
E06000001,Hartlepool,Behavioural risk factors [L],72.1,25760.8,29
E06000001,Hartlepool,Alcohol misuse [L1],87.6,25760.8,30
E06000001,Hartlepool,Drug misuse [L1],83.4,25760.8,31
E06000001,Hartlepool,Healthy eating [L1],85.5,25760.8,32
E06000001,Hartlepool,Physical activity [L1],68.4,25760.8,33
E06000001,Hartlepool,Sedentary behaviour [L1],64.3,25760.8,34
E06000001,Hartlepool,Sexually transmitted infections [L1],107.2,25760.8,35
E06000001,Hartlepool,Smoking [L1],99,25760.8,36
E06000001,Hartlepool,Children and young people [L],93.8,25760.8,37
E06000001,Hartlepool,Early years development [L2],112.4,25760.8,38
E06000001,Hartlepool,Pupil absences [L2],83.2,25760.8,39
E06000001,Hartlepool,Pupil attainment [L2],100.4,25760.8,40
E06000001,Hartlepool,Teenage pregnancy [L2],99.3,25760.8,41
E06000001,Hartlepool,"Young people in education, employment and apprenticeships [L2]",99.6,25760.8,42
E06000001,Hartlepool,Physiological risk factors [L],75.5,25760.8,43
E06000001,Hartlepool,High blood pressure [L3],90.6,25760.8,44
E06000001,Hartlepool,Low birth weight [L3],96.4,25760.8,45
E06000001,Hartlepool,Overweight and obesity in adults [L3],76,25760.8,46
E06000001,Hartlepool,Overweight and obesity in children [L3],77.1,25760.8,47
E06000001,Hartlepool,Protective measures [L],100.1,25760.8,48
E06000001,Hartlepool,Cancer screening attendance [L4],95.8,25760.8,49
E06000001,Hartlepool,Child vaccination coverage [L4],104.4,25760.8,50
E06000001,Hartlepool,Healthy Places Domain,102.3,25760.8,51
E06000001,Hartlepool,Access to green space [Pl],111.3,25760.8,52
E06000001,Hartlepool,Private outdoor space [Pl1],111.3,25760.8,53
E06000001,Hartlepool,Access to services [Pl],103,25760.8,54
E06000001,Hartlepool,Distance to GP services [Pl2],101,25760.8,55
E06000001,Hartlepool,Distance to pharmacies [Pl2],97,25760.8,56
E06000001,Hartlepool,Distance to sports or leisure facilities [Pl2],111.6,25760.8,57
E06000001,Hartlepool,Internet access [Pl2],103.7,25760.8,58
E06000001,Hartlepool,Patients offered acceptable GP practice appointments [Pl2],98.3,25760.8,59
E06000001,Hartlepool,Crime [Pl],85.6,25760.8,60
E06000001,Hartlepool,Low-level crime [Pl3],93.2,25760.8,61
E06000001,Hartlepool,Personal crime [Pl3],80.1,25760.8,62
E06000001,Hartlepool,Economic and working conditions [Pl],90.2,25760.8,63
E06000001,Hartlepool,Child poverty [Pl4],90.6,25760.8,64
E06000001,Hartlepool,Job-related training [Pl4],105.8,25760.8,65
E06000001,Hartlepool,Unemployment [Pl4],91,25760.8,66
E06000001,Hartlepool,Workplace safety [Pl4],93.5,25760.8,67
E06000001,Hartlepool,Living conditions [Pl],115.4,25760.8,68
E06000001,Hartlepool,Air pollution [Pl5],126.3,25760.8,69
E06000001,Hartlepool,Household overcrowding [Pl5],129.5,25760.8,70
E06000001,Hartlepool,Noise complaints [Pl5],97.6,25760.8,71
E06000001,Hartlepool,Road safety [Pl5],104.2,25760.8,72
E06000001,Hartlepool,Rough sleeping [Pl5],99.7,25760.8,73
E06000002,Middlesbrough,Healthy People Domain,79.9,22500.4,1
E06000002,Middlesbrough,Difficulties in daily life [Pe],79.8,22500.4,2
E06000002,Middlesbrough,Disability [Pe1],79.6,22500.4,3
E06000002,Middlesbrough,Frailty [Pe1],87.4,22500.4,4
E06000002,Middlesbrough,Mental health [Pe],83.5,22500.4,5
E06000002,Middlesbrough,"Children's social, emotional and mental health [Pe2]",88.9,22500.4,6
E06000002,Middlesbrough,Mental health conditions [Pe2],94.7,22500.4,7
E06000002,Middlesbrough,Self-harm [Pe2],88.3,22500.4,8
E06000002,Middlesbrough,Suicides [Pe2],82.3,22500.4,9
E06000002,Middlesbrough,Mortality [Pe],74.8,22500.4,10
E06000002,Middlesbrough,Avoidable mortality [Pe3],74.4,22500.4,11
E06000002,Middlesbrough,Infant mortality [Pe3],99.3,22500.4,12
E06000002,Middlesbrough,Life expectancy [Pe3],74.8,22500.4,13
E06000002,Middlesbrough,Mortality from all causes [Pe3],69.5,22500.4,14
E06000002,Middlesbrough,Personal well-being [Pe],92,22500.4,15
E06000002,Middlesbrough,Activities in life are worthwhile [Pe4],89.2,22500.4,16
E06000002,Middlesbrough,Feelings of anxiety [Pe4],94.8,22500.4,17
E06000002,Middlesbrough,Happiness [Pe4],96.6,22500.4,18
E06000002,Middlesbrough,Life satisfaction [Pe4],92.7,22500.4,19
E06000002,Middlesbrough,Physical health conditions [Pe],102.1,22500.4,20
E06000002,Middlesbrough,Cancer [Pe5],106.5,22500.4,21
E06000002,Middlesbrough,Cardiovascular conditions [Pe5],100.5,22500.4,22
E06000002,Middlesbrough,Dementia [Pe5],109.5,22500.4,23
E06000002,Middlesbrough,Diabetes [Pe5],92.9,22500.4,24
E06000002,Middlesbrough,Kidney and liver disease [Pe5],100.5,22500.4,25
E06000002,Middlesbrough,Musculoskeletal conditions [Pe5],102.2,22500.4,26
E06000002,Middlesbrough,Respiratory conditions [Pe5],102.3,22500.4,27
E06000002,Middlesbrough,Healthy Lives Domain,76.2,22500.4,28
E06000002,Middlesbrough,Behavioural risk factors [L],77.7,22500.4,29
E06000002,Middlesbrough,Alcohol misuse [L1],88.3,22500.4,30
E06000002,Middlesbrough,Drug misuse [L1],79.1,22500.4,31
E06000002,Middlesbrough,Healthy eating [L1],82.2,22500.4,32
E06000002,Middlesbrough,Physical activity [L1],80.4,22500.4,33
E06000002,Middlesbrough,Sedentary behaviour [L1],76.9,22500.4,34
E06000002,Middlesbrough,Sexually transmitted infections [L1],98.4,22500.4,35
E06000002,Middlesbrough,Smoking [L1],97.3,22500.4,36
E06000002,Middlesbrough,Children and young people [L],80.2,22500.4,37
E06000002,Middlesbrough,Early years development [L2],94.5,22500.4,38
E06000002,Middlesbrough,Pupil absences [L2],70.5,22500.4,39
E06000002,Middlesbrough,Pupil attainment [L2],96.5,22500.4,40
E06000002,Middlesbrough,Teenage pregnancy [L2],87.1,22500.4,41
E06000002,Middlesbrough,"Young people in education, employment and apprenticeships [L2]",71.5,22500.4,42
E06000002,Middlesbrough,Physiological risk factors [L],75,22500.4,43
E06000002,Middlesbrough,High blood pressure [L3],105,22500.4,44
E06000002,Middlesbrough,Low birth weight [L3],93.5,22500.4,45
E06000002,Middlesbrough,Overweight and obesity in adults [L3],83,22500.4,46
E06000002,Middlesbrough,Overweight and obesity in children [L3],74.5,22500.4,47
E06000002,Middlesbrough,Protective measures [L],90.8,22500.4,48
E06000002,Middlesbrough,Cancer screening attendance [L4],88.1,22500.4,49
E06000002,Middlesbrough,Child vaccination coverage [L4],95.6,22500.4,50
E06000002,Middlesbrough,Healthy Places Domain,93.9,22500.4,51
E06000002,Middlesbrough,Access to green space [Pl],112.5,22500.4,52
E06000002,Middlesbrough,Private outdoor space [Pl1],112.5,22500.4,53
E06000002,Middlesbrough,Access to services [Pl],102.6,22500.4,54
E06000002,Middlesbrough,Distance to GP services [Pl2],101.8,22500.4,55
E06000002,Middlesbrough,Distance to pharmacies [Pl2],101.7,22500.4,56
E06000002,Middlesbrough,Distance to sports or leisure facilities [Pl2],101.8,22500.4,57
E06000002,Middlesbrough,Internet access [Pl2],106,22500.4,58
E06000002,Middlesbrough,Patients offered acceptable GP practice appointments [Pl2],109.2,22500.4,59
E06000002,Middlesbrough,Crime [Pl],81.8,22500.4,60
E06000002,Middlesbrough,Low-level crime [Pl3],93.7,22500.4,61
E06000002,Middlesbrough,Personal crime [Pl3],72.5,22500.4,62
E06000002,Middlesbrough,Economic and working conditions [Pl],84.1,22500.4,63
E06000002,Middlesbrough,Child poverty [Pl4],79.3,22500.4,64
E06000002,Middlesbrough,Job-related training [Pl4],102,22500.4,65
E06000002,Middlesbrough,Unemployment [Pl4],89.8,22500.4,66
E06000002,Middlesbrough,Workplace safety [Pl4],115.6,22500.4,67
E06000002,Middlesbrough,Living conditions [Pl],104.3,22500.4,68
E06000002,Middlesbrough,Air pollution [Pl5],119.2,22500.4,69
E06000002,Middlesbrough,Household overcrowding [Pl5],107.7,22500.4,70
E06000002,Middlesbrough,Noise complaints [Pl5],92,22500.4,71
E06000002,Middlesbrough,Road safety [Pl5],97.7,22500.4,72
E06000002,Middlesbrough,Rough sleeping [Pl5],102.9,22500.4,73
E06000003,Redcar and Cleveland,Healthy People Domain,85.6,#N/A,1
E06000003,Redcar and Cleveland,Difficulties in daily life [Pe],84.4,#N/A,2
E06000003,Redcar and Cleveland,Disability [Pe1],68.8,#N/A,3
E06000003,Redcar and Cleveland,Frailty [Pe1],105.6,#N/A,4
E06000003,Redcar and Cleveland,Mental health [Pe],78.4,#N/A,5
E06000003,Redcar and Cleveland,"Children's social, emotional and mental health [Pe2]",86.2,#N/A,6
E06000003,Redcar and Cleveland,Mental health conditions [Pe2],93.2,#N/A,7
E06000003,Redcar and Cleveland,Self-harm [Pe2],90.2,#N/A,8
E06000003,Redcar and Cleveland,Suicides [Pe2],69.5,#N/A,9
E06000003,Redcar and Cleveland,Mortality [Pe],91.1,#N/A,10
E06000003,Redcar and Cleveland,Avoidable mortality [Pe3],87.7,#N/A,11
E06000003,Redcar and Cleveland,Infant mortality [Pe3],105,#N/A,12
E06000003,Redcar and Cleveland,Life expectancy [Pe3],87.7,#N/A,13
E06000003,Redcar and Cleveland,Mortality from all causes [Pe3],93.5,#N/A,14
E06000003,Redcar and Cleveland,Personal well-being [Pe],96.6,#N/A,15
E06000003,Redcar and Cleveland,Activities in life are worthwhile [Pe4],94.5,#N/A,16
E06000003,Redcar and Cleveland,Feelings of anxiety [Pe4],104.9,#N/A,17
E06000003,Redcar and Cleveland,Happiness [Pe4],99.2,#N/A,18
E06000003,Redcar and Cleveland,Life satisfaction [Pe4],92.7,#N/A,19
E06000003,Redcar and Cleveland,Physical health conditions [Pe],100.6,#N/A,20
E06000003,Redcar and Cleveland,Cancer [Pe5],97.6,#N/A,21
E06000003,Redcar and Cleveland,Cardiovascular conditions [Pe5],98.8,#N/A,22
E06000003,Redcar and Cleveland,Dementia [Pe5],112.7,#N/A,23
E06000003,Redcar and Cleveland,Diabetes [Pe5],100.4,#N/A,24
E06000003,Redcar and Cleveland,Kidney and liver disease [Pe5],111,#N/A,25
E06000003,Redcar and Cleveland,Musculoskeletal conditions [Pe5],97.4,#N/A,26
E06000003,Redcar and Cleveland,Respiratory conditions [Pe5],98,#N/A,27
E06000003,Redcar and Cleveland,Healthy Lives Domain,88.3,#N/A,28
E06000003,Redcar and Cleveland,Behavioural risk factors [L],87.6,#N/A,29
E06000003,Redcar and Cleveland,Alcohol misuse [L1],94.6,#N/A,30
E06000003,Redcar and Cleveland,Drug misuse [L1],99.4,#N/A,31
E06000003,Redcar and Cleveland,Healthy eating [L1],75.5,#N/A,32
E06000003,Redcar and Cleveland,Physical activity [L1],91,#N/A,33
E06000003,Redcar and Cleveland,Sedentary behaviour [L1],85.9,#N/A,34
E06000003,Redcar and Cleveland,Sexually transmitted infections [L1],101.4,#N/A,35
E06000003,Redcar and Cleveland,Smoking [L1],110.2,#N/A,36
E06000003,Redcar and Cleveland,Children and young people [L],96,#N/A,37
E06000003,Redcar and Cleveland,Early years development [L2],108.8,#N/A,38
E06000003,Redcar and Cleveland,Pupil absences [L2],89.6,#N/A,39
E06000003,Redcar and Cleveland,Pupil attainment [L2],104.2,#N/A,40
E06000003,Redcar and Cleveland,Teenage pregnancy [L2],90.4,#N/A,41
E06000003,Redcar and Cleveland,"Young people in education, employment and apprenticeships [L2]",85.8,#N/A,42
E06000003,Redcar and Cleveland,Physiological risk factors [L],81,#N/A,43
E06000003,Redcar and Cleveland,High blood pressure [L3],102.4,#N/A,44
E06000003,Redcar and Cleveland,Low birth weight [L3],102.7,#N/A,45
E06000003,Redcar and Cleveland,Overweight and obesity in adults [L3],87.2,#N/A,46
E06000003,Redcar and Cleveland,Overweight and obesity in children [L3],77.5,#N/A,47
E06000003,Redcar and Cleveland,Protective measures [L],97.6,#N/A,48
E06000003,Redcar and Cleveland,Cancer screening attendance [L4],88,#N/A,49
E06000003,Redcar and Cleveland,Child vaccination coverage [L4],107.7,#N/A,50
E06000003,Redcar and Cleveland,Healthy Places Domain,107.4,#N/A,51
E06000003,Redcar and Cleveland,Access to green space [Pl],112.8,#N/A,52
E06000003,Redcar and Cleveland,Private outdoor space [Pl1],112.8,#N/A,53
E06000003,Redcar and Cleveland,Access to services [Pl],99.5,#N/A,54
E06000003,Redcar and Cleveland,Distance to GP services [Pl2],96.3,#N/A,55
E06000003,Redcar and Cleveland,Distance to pharmacies [Pl2],100.6,#N/A,56
E06000003,Redcar and Cleveland,Distance to sports or leisure facilities [Pl2],99.1,#N/A,57
E06000003,Redcar and Cleveland,Internet access [Pl2],101.2,#N/A,58
E06000003,Redcar and Cleveland,Patients offered acceptable GP practice appointments [Pl2],97.3,#N/A,59
E06000003,Redcar and Cleveland,Crime [Pl],90.4,#N/A,60
E06000003,Redcar and Cleveland,Low-level crime [Pl3],96.7,#N/A,61
E06000003,Redcar and Cleveland,Personal crime [Pl3],85.5,#N/A,62
E06000003,Redcar and Cleveland,Economic and working conditions [Pl],92.3,#N/A,63
E06000003,Redcar and Cleveland,Child poverty [Pl4],93.5,#N/A,64
E06000003,Redcar and Cleveland,Job-related training [Pl4],93.9,#N/A,65
E06000003,Redcar and Cleveland,Unemployment [Pl4],93.9,#N/A,66
E06000003,Redcar and Cleveland,Workplace safety [Pl4],91.7,#N/A,67
E06000003,Redcar and Cleveland,Living conditions [Pl],122.8,#N/A,68
E06000003,Redcar and Cleveland,Air pollution [Pl5],127.5,#N/A,69
E06000003,Redcar and Cleveland,Household overcrowding [Pl5],132.1,#N/A,70
E06000003,Redcar and Cleveland,Noise complaints [Pl5],101,#N/A,71
E06000003,Redcar and Cleveland,Road safety [Pl5],109.7,#N/A,72
E06000003,Redcar and Cleveland,Rough sleeping [Pl5],123.2,#N/A,73
E06000004,Stockton-on-Tees,Healthy People Domain,84.8,#N/A,1
E06000004,Stockton-on-Tees,Difficulties in daily life [Pe],89.6,#N/A,2
E06000004,Stockton-on-Tees,Disability [Pe1],80.9,#N/A,3
E06000004,Stockton-on-Tees,Frailty [Pe1],102.1,#N/A,4
E06000004,Stockton-on-Tees,Mental health [Pe],92.9,#N/A,5
E06000004,Stockton-on-Tees,"Children's social, emotional and mental health [Pe2]",96.8,#N/A,6
E06000004,Stockton-on-Tees,Mental health conditions [Pe2],87.2,#N/A,7
E06000004,Stockton-on-Tees,Self-harm [Pe2],96.4,#N/A,8
E06000004,Stockton-on-Tees,Suicides [Pe2],99.3,#N/A,9
E06000004,Stockton-on-Tees,Mortality [Pe],92.7,#N/A,10
E06000004,Stockton-on-Tees,Avoidable mortality [Pe3],91.7,#N/A,11
E06000004,Stockton-on-Tees,Infant mortality [Pe3],95.8,#N/A,12
E06000004,Stockton-on-Tees,Life expectancy [Pe3],89.2,#N/A,13
E06000004,Stockton-on-Tees,Mortality from all causes [Pe3],97.9,#N/A,14
E06000004,Stockton-on-Tees,Personal well-being [Pe],80.8,#N/A,15
E06000004,Stockton-on-Tees,Activities in life are worthwhile [Pe4],77.3,#N/A,16
E06000004,Stockton-on-Tees,Feelings of anxiety [Pe4],89.3,#N/A,17
E06000004,Stockton-on-Tees,Happiness [Pe4],87.3,#N/A,18
E06000004,Stockton-on-Tees,Life satisfaction [Pe4],82.5,#N/A,19
E06000004,Stockton-on-Tees,Physical health conditions [Pe],92.5,#N/A,20
E06000004,Stockton-on-Tees,Cancer [Pe5],92.1,#N/A,21
E06000004,Stockton-on-Tees,Cardiovascular conditions [Pe5],92,#N/A,22
E06000004,Stockton-on-Tees,Dementia [Pe5],96.6,#N/A,23
E06000004,Stockton-on-Tees,Diabetes [Pe5],101.8,#N/A,24
E06000004,Stockton-on-Tees,Kidney and liver disease [Pe5],91.8,#N/A,25
E06000004,Stockton-on-Tees,Musculoskeletal conditions [Pe5],93.8,#N/A,26
E06000004,Stockton-on-Tees,Respiratory conditions [Pe5],93.6,#N/A,27
E06000004,Stockton-on-Tees,Healthy Lives Domain,98.2,#N/A,28
E06000004,Stockton-on-Tees,Behavioural risk factors [L],97.9,#N/A,29
E06000004,Stockton-on-Tees,Alcohol misuse [L1],91.2,#N/A,30
E06000004,Stockton-on-Tees,Drug misuse [L1],89,#N/A,31
E06000004,Stockton-on-Tees,Healthy eating [L1],96,#N/A,32
E06000004,Stockton-on-Tees,Physical activity [L1],99.6,#N/A,33
E06000004,Stockton-on-Tees,Sedentary behaviour [L1],98.1,#N/A,34
E06000004,Stockton-on-Tees,Sexually transmitted infections [L1],95.2,#N/A,35
E06000004,Stockton-on-Tees,Smoking [L1],112.4,#N/A,36
E06000004,Stockton-on-Tees,Children and young people [L],102.8,#N/A,37
E06000004,Stockton-on-Tees,Early years development [L2],115,#N/A,38
E06000004,Stockton-on-Tees,Pupil absences [L2],100,#N/A,39
E06000004,Stockton-on-Tees,Pupil attainment [L2],112.8,#N/A,40
E06000004,Stockton-on-Tees,Teenage pregnancy [L2],97.2,#N/A,41
E06000004,Stockton-on-Tees,"Young people in education, employment and apprenticeships [L2]",86.8,#N/A,42
E06000004,Stockton-on-Tees,Physiological risk factors [L],89.2,#N/A,43
E06000004,Stockton-on-Tees,High blood pressure [L3],96.7,#N/A,44
E06000004,Stockton-on-Tees,Low birth weight [L3],95.3,#N/A,45
E06000004,Stockton-on-Tees,Overweight and obesity in adults [L3],73.7,#N/A,46
E06000004,Stockton-on-Tees,Overweight and obesity in children [L3],97.6,#N/A,47
E06000004,Stockton-on-Tees,Protective measures [L],104.5,#N/A,48
E06000004,Stockton-on-Tees,Cancer screening attendance [L4],96.2,#N/A,49
E06000004,Stockton-on-Tees,Child vaccination coverage [L4],111.8,#N/A,50
E06000004,Stockton-on-Tees,Healthy Places Domain,103.9,#N/A,51
E06000004,Stockton-on-Tees,Access to green space [Pl],112,#N/A,52
E06000004,Stockton-on-Tees,Private outdoor space [Pl1],112,#N/A,53
E06000004,Stockton-on-Tees,Access to services [Pl],95.4,#N/A,54
E06000004,Stockton-on-Tees,Distance to GP services [Pl2],93.3,#N/A,55
E06000004,Stockton-on-Tees,Distance to pharmacies [Pl2],95.6,#N/A,56
E06000004,Stockton-on-Tees,Distance to sports or leisure facilities [Pl2],97.2,#N/A,57
E06000004,Stockton-on-Tees,Internet access [Pl2],101.8,#N/A,58
E06000004,Stockton-on-Tees,Patients offered acceptable GP practice appointments [Pl2],96.5,#N/A,59
E06000004,Stockton-on-Tees,Crime [Pl],94.1,#N/A,60
E06000004,Stockton-on-Tees,Low-level crime [Pl3],103.4,#N/A,61
E06000004,Stockton-on-Tees,Personal crime [Pl3],85.7,#N/A,62
E06000004,Stockton-on-Tees,Economic and working conditions [Pl],95.5,#N/A,63
E06000004,Stockton-on-Tees,Child poverty [Pl4],95.8,#N/A,64
E06000004,Stockton-on-Tees,Job-related training [Pl4],101.5,#N/A,65
E06000004,Stockton-on-Tees,Unemployment [Pl4],95.1,#N/A,66
E06000004,Stockton-on-Tees,Workplace safety [Pl4],101,#N/A,67
E06000004,Stockton-on-Tees,Living conditions [Pl],112.3,#N/A,68
E06000004,Stockton-on-Tees,Air pollution [Pl5],122.6,#N/A,69
E06000004,Stockton-on-Tees,Household overcrowding [Pl5],126.2,#N/A,70
E06000004,Stockton-on-Tees,Noise complaints [Pl5],85.4,#N/A,71
E06000004,Stockton-on-Tees,Road safety [Pl5],105.8,#N/A,72
E06000004,Stockton-on-Tees,Rough sleeping [Pl5],106.6,#N/A,73
E06000005,Darlington,Healthy People Domain,85.2,26156,1
E06000005,Darlington,Difficulties in daily life [Pe],86.6,26156,2
E06000005,Darlington,Disability [Pe1],85.2,26156,3
E06000005,Darlington,Frailty [Pe1],92.8,26156,4
E06000005,Darlington,Mental health [Pe],80.3,26156,5
E06000005,Darlington,"Children's social, emotional and mental health [Pe2]",89.3,26156,6
E06000005,Darlington,Mental health conditions [Pe2],91.4,26156,7
E06000005,Darlington,Self-harm [Pe2],87.5,26156,8
E06000005,Darlington,Suicides [Pe2],77.4,26156,9
E06000005,Darlington,Mortality [Pe],90.1,26156,10
E06000005,Darlington,Avoidable mortality [Pe3],92,26156,11
E06000005,Darlington,Infant mortality [Pe3],85.1,26156,12
E06000005,Darlington,Life expectancy [Pe3],89.1,26156,13
E06000005,Darlington,Mortality from all causes [Pe3],94.9,26156,14
E06000005,Darlington,Personal well-being [Pe],89.5,26156,15
E06000005,Darlington,Activities in life are worthwhile [Pe4],98.1,26156,16
E06000005,Darlington,Feelings of anxiety [Pe4],85.5,26156,17
E06000005,Darlington,Happiness [Pe4],93.5,26156,18
E06000005,Darlington,Life satisfaction [Pe4],86.1,26156,19
E06000005,Darlington,Physical health conditions [Pe],103.5,26156,20
E06000005,Darlington,Cancer [Pe5],108.1,26156,21
E06000005,Darlington,Cardiovascular conditions [Pe5],104.8,26156,22
E06000005,Darlington,Dementia [Pe5],107.5,26156,23
E06000005,Darlington,Diabetes [Pe5],98.8,26156,24
E06000005,Darlington,Kidney and liver disease [Pe5],97,26156,25
E06000005,Darlington,Musculoskeletal conditions [Pe5],104.5,26156,26
E06000005,Darlington,Respiratory conditions [Pe5],98.2,26156,27
E06000005,Darlington,Healthy Lives Domain,95.2,26156,28
